genre,NOUN,VERB,ADJ,PRON
FAIRY,0.16938401809895082,0.14725398897055333,0.0578505606822242,0.14622883037538997
NOVEL-CONT,0.16391937067653517,0.16258111066921427,0.055612783964591135,0.1724193451140506
