genre,PERSON,TIME,CARDINAL,ORG,NORP,ORDINAL,DATE,FAC,GPE,WORK_OF_ART,LOC,LANGUAGE,PRODUCT,LAW,QUANTITY,EVENT,MONEY,PERCENT
FAIRY,1.1763157894736842,0.1868421052631579,0.5131578947368421,0.39473684210526316,0.0881578947368421,0.14078947368421052,0.31973684210526315,0.034210526315789476,0.2631578947368421,0.1013157894736842,0.06184210526315789,0.009210526315789473,0.025,0.005263157894736842,0.025,0.0013157894736842105,0.006578947368421052,0.0
NOVEL-CONT,1.327909887359199,0.13141426783479349,0.31789737171464333,0.4518147684605757,0.10763454317897372,0.09261576971214018,0.28035043804755944,0.025031289111389236,0.2978723404255319,0.03379224030037547,0.0425531914893617,0.012515644555694618,0.028785982478097622,0.008760951188986232,0.017521902377972465,0.0037546933667083854,0.0050062578222778474,0.0025031289111389237
