genre,n_texts,avg_characters,sd_characters,avg_tokens,sd_tokens,avg_types,sd_types,total_tokens,corpus_types,corpus_TTR
FAIRY,760,525.828947368421,249.31685255631524,46.1578947368421,21.388034673213447,40.13947368421053,18.084023469929654,35080,7371,0.21011972633979475
NOVEL-CONT,799,377.0525657071339,174.24683537843336,33.95118898623279,15.644912229211403,31.554443053817273,14.084127013887205,27127,8607,0.31728536144800384
